index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
155	а фильм очень молчаливый кстати	кто-то ещё из фермеров провёл мимо козу	evaluation_r	5	5.4	0	5	0	5.4	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6602252917735247	1	0	1	2	0	0	0	0.2	0.2	0.0	0	1	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
156	только звуки	а фильм очень молчаливый кстати	evidence_r	2	5.5	0	2	0	5.5	1.0	5	5.4	0	5	0	5.4	1.0	0.5388159060803247	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0	1	0	1	2	0	0	0	0.2	0.2	0.0	0	1	0	0	0
157	которые там раздаются от постукиваний там чего-то	только звуки	elaboration_r	7	6.142857142857143	0	6	0	6.142857142857143	0.8571428571428571	2	5.5	0	2	0	5.5	1.0	0.04181525258085564	1	1	0	2	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	0	0	0	2	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
158	от велосипеда какой-то звук был	только звуки	evidence_r	5	5.4	0	5	0	5.4	1.0	2	5.5	0	2	0	5.5	1.0	0.19654988310902152	2	0	0	0	1	0	0	0.4	0.0	0.0	1	0	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
159	никто ничего не говорил	только звуки	evidence_r	4	5.0	0	4	0	5.0	1.0	2	5.5	0	2	0	5.5	1.0	0.3264758756577009	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	1	2	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
160	значит приехал мальчик на велосипеде	кто-то ещё из фермеров провёл мимо козу	sequence_m	5	6.4	0	5	0	6.4	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6793662204867574	2	1	0	1	0	0	0	0.4	0.0	0.2	1	0	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
161	одну корзину взял	значит приехал мальчик на велосипеде	sequence_m	3	5.0	0	3	0	5.0	1.0	5	6.4	0	5	0	6.4	1.0	0.5773502691896257	1	1	0	0	0	1	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	2	1	0	1	0	0	0	0.4	0.0	0.2	1	0	0	0	0
162	поставил на багажник велосипеда	значит приехал мальчик на велосипеде	sequence_m	4	7.0	0	4	0	7.0	1.0	5	6.4	0	5	0	6.4	1.0	0.816496580927726	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0	2	1	0	1	0	0	0	0.4	0.0	0.2	1	0	0	0	0
163	вот потом он поехал куда-то	и велосипед попал на камень	cause_r	5	4.6	0	5	0	4.6	1.0	5	4.6	0	5	0	4.6	1.0	0.7934920476158722	0	1	0	2	0	0	0	0.0	0.0	0.2	0	0	0	1	1	2	1	0	0	0	0	0	0.4	0.0	0.2	1	1	0	0	0
164	показывают значит издалека	как он едет	background_r	3	8.0	0	3	0	8.0	1.0	3	3.0	0	3	0	3.0	1.0	0.243828186956345	0	2	0	1	0	0	0	0.0	0.0	0.6666666666666666	0	0	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1
165	как он едет	вот потом он поехал куда-то	background_r	3	3.0	0	3	0	3.0	1.0	5	4.6	0	5	0	4.6	1.0	0.5773502691896257	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	0	1	0	2	0	0	0	0.0	0.0	0.2	0	0	0	1	1
166	и навстречу ему едет девочка на велосипеде	вот потом он поехал куда-то	sequence_m	7	5.142857142857143	0	7	0	5.142857142857143	1.0	5	4.6	0	5	0	4.6	1.0	0.4813048148042063	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	1	1	0	0	1	0	1	0	2	0	0	0	0.0	0.0	0.2	0	0	0	1	1
167	и он на эту девочку засмотрелся	вот потом он поехал куда-то	sequence_m	6	4.333333333333333	0	6	0	4.333333333333333	1.0	5	4.6	0	5	0	4.6	1.0	0.7233608418965887	1	1	0	0	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	1	0	0	1	0	1	0	2	0	0	0	0.0	0.0	0.2	0	0	0	1	1
168	и велосипед попал на камень	кто-то ещё из фермеров провёл мимо козу	sequence_m	5	4.6	0	5	0	4.6	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6405126152203485	2	1	0	0	0	0	0	0.4	0.0	0.2	1	1	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
169	и он свалился	и велосипед попал на камень	cause_r	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	5	4.6	0	5	0	4.6	1.0	0.6382847385042254	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1	2	1	0	0	0	0	0	0.4	0.0	0.2	1	1	0	0	0
170	упал	и он свалился	restatement_r	1	4.0	0	1	0	4.0	1.0	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	0.3922322702763681	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1
171	но не расшибся ничего	и он свалился	antithesis_r	4	4.5	0	4	0	4.5	1.0	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	0.47399109346664225	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	0	1	1	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1
172	а груши рассыпались	и он свалился	contrast_m	3	5.666666666666667	0	3	0	5.666666666666667	1.0	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	0.4944583443279269	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1
173	и мимо идут трое ребят	кто-то ещё из фермеров провёл мимо козу	sequence_m	5	3.6	0	5	0	3.6	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6602252917735247	1	1	0	1	0	1	0	0.2	0.0	0.2	0	1	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
174	и помогают ему собрать эти груши	и мимо идут трое ребят	sequence_m	6	4.5	0	6	0	4.5	1.0	5	3.6	0	5	0	3.6	1.0	0.5898734883258493	1	2	0	0	0	0	0	0.16666666666666666	0.0	0.3333333333333333	0	1	0	0	1	1	1	0	1	0	1	0	0.2	0.0	0.2	0	1	0	0	0
175	значит груши они собрали	и мимо идут трое ребят	cause_r	4	5.25	0	4	0	5.25	1.0	5	3.6	0	5	0	3.6	1.0	0.7019061040214758	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1	1	1	0	1	0	1	0	0.2	0.0	0.2	0	1	0	0	0
176	вот	и мимо идут трое ребят	evaluation_r	1	3.0	0	1	0	3.0	1.0	5	3.6	0	5	0	3.6	1.0	0.30151134457776363	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	1	0	1	1	0	1	0	1	0	0.2	0.0	0.2	0	1	0	0	0
177	он поехал	кто-то ещё из фермеров провёл мимо козу	sequence_m	2	4.0	0	2	0	4.0	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.3922322702763681	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
178	пошёл точнее	он поехал	elaboration_r	2	5.5	0	2	0	5.5	1.0	2	4.0	0	2	0	4.0	1.0	0.6319212181231441	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
179	повёз велосипед вручную	пошёл точнее	restatement_r	3	7.0	0	3	0	7.0	1.0	2	5.5	0	2	0	5.5	1.0	0.36501112549219406	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0
180	вот	он поехал	evaluation_r	1	3.0	0	1	0	3.0	1.0	2	4.0	0	2	0	4.0	1.0	0.3333333333333333	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
181	а потом эти трое ребят подобрали с земли шляпу	кто-то ещё из фермеров провёл мимо козу	sequence_m	9	4.222222222222222	0	9	0	4.222222222222222	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6953433201576495	3	1	0	1	0	1	0	0.3333333333333333	0.0	0.1111111111111111	1	1	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
182	которую он обронил	а потом эти трое ребят подобрали с земли шляпу	elaboration_r	3	5.333333333333333	0	3	0	5.333333333333333	1.0	9	4.222222222222222	0	9	0	4.222222222222222	1.0	0.5516772843673705	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	2	3	1	0	1	0	1	0	0.3333333333333333	0.0	0.1111111111111111	1	1	0	0	0
183	ему один отнёс шляпу	а потом эти трое ребят подобрали с земли шляпу	sequence_m	4	4.25	0	4	0	4.25	1.0	9	4.222222222222222	0	9	0	4.222222222222222	1.0	0.5897678246195885	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1	3	1	0	1	0	1	0	0.3333333333333333	0.0	0.1111111111111111	1	1	0	0	0
184	и он надел на себя шляпу	а потом эти трое ребят подобрали с земли шляпу	sequence_m	6	3.1666666666666665	0	6	0	3.1666666666666665	1.0	9	4.222222222222222	0	9	0	4.222222222222222	1.0	0.6756639246921762	1	1	0	0	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	1	0	0	2	3	1	0	1	0	1	0	0.3333333333333333	0.0	0.1111111111111111	1	1	0	0	0
185	тоже ни слова благодарности	а потом эти трое ребят подобрали с земли шляпу	evaluation_r	4	6.0	0	4	0	6.0	1.0	9	4.222222222222222	0	9	0	4.222222222222222	1.0	0.659380473395787	2	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	2	0	3	1	0	1	0	1	0	0.3333333333333333	0.0	0.1111111111111111	1	1	0	0	0
186	всё полностью в молчании	тоже ни слова благодарности	joint_m	4	5.25	0	4	0	5.25	1.0	4	6.0	0	4	0	6.0	1.0	0.7934920476158722	1	0	0	1	0	0	0	0.25	0.0	0.0	1	0	0	0	1	2	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	2	0
187	и пока значит все	эти трое ребят пошли туда	evaluation_r	4	3.5	0	4	0	3.5	1.0	5	4.2	0	5	0	4.2	1.0	0.6324555320336759	0	1	0	1	0	0	0	0.0	0.0	0.25	0	1	0	0	1	1	1	0	1	0	1	0	0.2	0.0	0.2	0	0	0	0	0
188	эти трое ребят пошли туда	кто-то ещё из фермеров провёл мимо козу	sequence_m	5	4.2	0	5	0	4.2	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6602252917735247	1	1	0	1	0	1	0	0.2	0.0	0.2	0	0	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
189	где этот фермер собирал груши	эти трое ребят пошли туда	background_r	5	5.0	0	5	0	5.0	1.0	5	4.2	0	5	0	4.2	1.0	0.7810026831848278	2	1	0	1	0	0	0	0.4	0.0	0.2	0	0	0	0	0	1	1	0	1	0	1	0	0.2	0.0	0.2	0	0	0	0	0
190	а там у него одна корзина пустая	он слез с дерева с пустым фартуком	background_r	7	3.7142857142857144	0	7	0	3.7142857142857144	1.0	7	4.0	0	6	0	4.0	0.8571428571428571	0.8224783208299743	1	0	1	1	0	1	0	0.14285714285714285	0.14285714285714285	0.0	1	1	0	0	1	2	1	1	0	0	0	0	0.2857142857142857	0.14285714285714285	0.14285714285714285	2	0	0	0	1
191	он слез с дерева с пустым фартуком	эти трое ребят пошли туда	background_r	7	4.0	0	6	0	4.0	0.8571428571428571	5	4.2	0	5	0	4.2	1.0	0.5753186369767459	2	1	1	0	0	0	0	0.2857142857142857	0.14285714285714285	0.14285714285714285	2	0	0	0	1	1	1	0	1	0	1	0	0.2	0.0	0.2	0	0	0	0	0
192	сел на ступеньке лестницы	он слез с дерева с пустым фартуком	sequence_m	4	5.5	0	4	0	5.5	1.0	7	4.0	0	6	0	4.0	0.8571428571428571	0.7276068751089989	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0	2	1	1	0	0	0	0	0.2857142857142857	0.14285714285714285	0.14285714285714285	2	0	0	0	1
193	по которой лез наверх	сел на ступеньке лестницы	elaboration_r	4	4.5	0	4	0	4.5	1.0	4	5.5	0	4	0	5.5	1.0	0.6633249580710799	0	1	0	1	0	0	0	0.0	0.0	0.25	1	0	0	0	1	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0
194	вот значит трое ребят проходят мимо тоже в молчании	эти трое ребят пошли туда	evaluation_r	9	4.777777777777778	0	9	0	4.777777777777778	1.0	5	4.2	0	5	0	4.2	1.0	0.3315698821285681	2	1	0	2	0	1	0	0.2222222222222222	0.0	0.1111111111111111	1	0	0	2	0	1	1	0	1	0	1	0	0.2	0.0	0.2	0	0	0	0	0
195	тоже ни слова спасибо за эти груши ничего	вот значит трое ребят проходят мимо тоже в молчании	joint_m	8	4.25	0	8	0	4.25	1.0	9	4.777777777777778	0	9	0	4.777777777777778	1.0	0.7796429549831781	3	0	0	0	0	0	0	0.375	0.0	0.0	1	0	0	2	1	2	1	0	2	0	1	0	0.2222222222222222	0.0	0.1111111111111111	1	0	0	2	0
196	ну и всё фильм на этом кончился	кто-то ещё из фермеров провёл мимо козу	elaboration_r	7	3.5714285714285716	0	7	0	3.5714285714285716	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6979824404521128	1	1	0	0	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	1	0	1	1	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
197	здравствуйте	как мальчик взял груши	evaluation_r	1	12.0	0	1	0	12.0	1.0	4	4.75	0	4	0	4.75	1.0	0.4767312946227961	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	1	0	0
198	фильм о том	как мальчик взял груши	preparation_r	3	3.0	0	3	0	3.0	1.0	4	4.75	0	4	0	4.75	1.0	0.5222329678670935	1	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	1	0	0	0	1	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	1	0	0
199	поехал	как мальчик взял груши	sequence_m	1	6.0	0	1	0	6.0	1.0	4	4.75	0	4	0	4.75	1.0	0.30151134457776363	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	1	0	0
200	но они у него рассыпались случайно	как мальчик взял груши	antithesis_r	6	4.833333333333333	0	6	0	4.833333333333333	1.0	4	4.75	0	4	0	4.75	1.0	0.4623435232766115	0	1	0	1	0	0	0	0.0	0.0	0.16666666666666666	1	1	0	0	2	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	1	0	0
201	ему там другие мальчики помогли	как мальчик взял груши	sequence_m	5	5.4	0	5	0	5.4	1.0	4	4.75	0	4	0	4.75	1.0	0.5664775805625395	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	1	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	1	0	0
202	и он с ними подружился вот этими вот грушами	ему там другие мальчики помогли	sequence_m	9	4.0	0	8	0	4.0	0.8888888888888888	5	5.4	0	5	0	5.4	1.0	0.5538689268988192	1	1	0	0	0	0	0	0.1111111111111111	0.0	0.1111111111111111	1	1	0	2	2	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	1
203	и вроде	они сели дружить	evaluation_r	2	3.0	0	2	0	3.0	1.0	3	4.666666666666667	0	3	0	4.666666666666667	1.0	0.6123724356957946	0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.6666666666666666	0	0	0	0	1
204	как я поняла	они сели дружить	evaluation_r	3	3.3333333333333335	0	3	0	3.3333333333333335	1.0	3	4.666666666666667	0	3	0	4.666666666666667	1.0	0.5590169943749475	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	0	2	0	0	0	0	0	0.0	0.0	0.6666666666666666	0	0	0	0	1
205	они сели дружить	ему там другие мальчики помогли	evaluation_r	3	4.666666666666667	0	3	0	4.666666666666667	1.0	5	5.4	0	5	0	5.4	1.0	0.6475761258027333	0	2	0	0	0	0	0	0.0	0.0	0.6666666666666666	0	0	0	0	1	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	0	1
206	нормально?	как мальчик взял груши	evaluation_r	1	10.0	0	1	0	10.0	1.0	4	4.75	0	4	0	4.75	1.0	0.4767312946227961	0	0	1	0	0	0	0	0.0	1.0	0.0	0	0	0	0	0	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	1	0	0
207	один человек собирал урожай груш	то есть залез по лестнице на дерево	background_r	5	5.6	0	5	0	5.6	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.7367883976130072	3	1	0	0	0	1	0	0.6	0.0	0.2	0	0	0	0	0	2	2	0	0	0	0	0	0.2857142857142857	0.0	0.2857142857142857	2	0	0	0	1
208	вот пока он собирал груши	мальчик приехал на велосипеде	background_r	5	4.2	0	5	0	4.2	1.0	4	6.5	0	4	0	6.5	1.0	0.7191949522280763	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	0	1	1	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0
209	мальчик приехал на велосипеде	то есть залез по лестнице на дерево	sequence_m	4	6.5	0	4	0	6.5	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.7559289460184544	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0	2	2	0	0	0	0	0	0.2857142857142857	0.0	0.2857142857142857	2	0	0	0	1
210	и взял одну корзину с грушами	мальчик приехал на велосипеде	sequence_m	6	4.0	0	6	0	4.0	1.0	4	6.5	0	4	0	6.5	1.0	0.7427813527082074	2	1	0	0	0	1	0	0.3333333333333333	0.0	0.16666666666666666	1	1	0	0	0	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0
211	и и повёз её	мальчик приехал на велосипеде	sequence_m	4	2.25	0	3	0	2.25	0.75	4	6.5	0	4	0	6.5	1.0	0.5570860145311556	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	0	1	1	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0
212	по дороге он уронил груши	то есть залез по лестнице на дерево	sequence_m	5	4.2	0	5	0	4.2	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.6546536707079771	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1	2	2	0	0	0	0	0	0.2857142857142857	0.0	0.2857142857142857	2	0	0	0	1
213	упал с велосипеда	по дороге он уронил груши	restatement_r	3	5.0	0	3	0	5.0	1.0	5	4.2	0	5	0	4.2	1.0	0.6	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1
214	и все груши покатились по полу по земле	упал с велосипеда	cause_r	8	4.0	0	7	0	4.0	0.875	3	5.0	0	3	0	5.0	1.0	0.2575093578082308	3	1	0	0	0	0	0	0.375	0.0	0.125	2	1	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0
215	мимо шли мальчики	то есть залез по лестнице на дерево	sequence_m	3	5.0	0	3	0	5.0	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.47809144373375745	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	2	2	0	0	0	0	0	0.2857142857142857	0.0	0.2857142857142857	2	0	0	0	1
216	помогли ему собрать обратно все груши	мимо шли мальчики	sequence_m	6	5.333333333333333	0	6	0	5.333333333333333	1.0	3	5.0	0	3	0	5.0	1.0	0.24804883822851312	1	2	0	1	0	0	0	0.16666666666666666	0.0	0.3333333333333333	0	0	0	0	1	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
217	вот и он поехал дальше	то есть залез по лестнице на дерево	sequence_m	5	3.6	0	5	0	3.6	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.7559289460184544	0	1	0	1	0	0	0	0.0	0.0	0.2	0	0	0	2	1	2	2	0	0	0	0	0	0.2857142857142857	0.0	0.2857142857142857	2	0	0	0	1
218	по дороге встретились ему ещё мальчики	вот и он поехал дальше	sequence_m	6	5.5	0	6	0	5.5	1.0	5	3.6	0	5	0	3.6	1.0	0.43709353188972977	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	0	1	0	1	0	1	0	0	0	0.0	0.0	0.2	0	0	0	2	1
219	и они сказали ему	что он потерял шляпу	evidence_r	4	3.5	0	4	0	3.5	1.0	4	4.25	0	4	0	4.25	1.0	0.6324555320336759	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	0	0	2	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	1	0	1
220	что он потерял шляпу	вот и он поехал дальше	sequence_m	4	4.25	0	4	0	4.25	1.0	5	3.6	0	5	0	3.6	1.0	0.7687061147858074	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	1	0	1	0	1	0	1	0	0	0	0.0	0.0	0.2	0	0	0	2	1
221	отдали ему шляпу	что он потерял шляпу	sequence_m	3	4.666666666666667	0	3	0	4.666666666666667	1.0	4	4.25	0	4	0	4.25	1.0	0.7416198487095663	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	1	0	1
222	и он за это им дал груш	что он потерял шляпу	cause_r	7	2.4285714285714284	0	7	0	2.4285714285714284	1.0	4	4.25	0	4	0	4.25	1.0	0.6383181192594685	1	1	0	0	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	1	0	0	3	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	1	0	1
223	да	человек	evaluation_r	1	2.0	0	1	0	2.0	1.0	1	7.0	0	1	0	7.0	1.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
224	человек	то есть залез по лестнице на дерево	sequence_m	1	7.0	0	1	0	7.0	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.3779644730092272	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	2	2	0	0	0	0	0	0.2857142857142857	0.0	0.2857142857142857	2	0	0	0	1
225	который собирал груши	человек	elaboration_r	3	6.333333333333333	0	3	0	6.333333333333333	1.0	1	7.0	0	1	0	7.0	1.0	0.08859773994715227	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	1	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
226	спустился с лестницы	человек	joint_m	3	6.0	0	3	0	6.0	1.0	1	7.0	0	1	0	7.0	1.0	0.08344860535217316	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
227	он заметил	что не хватает корзины	evidence_r	2	4.5	0	2	0	4.5	1.0	4	4.75	0	4	0	4.75	1.0	0.6030226891555273	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	1	1	0
228	что не хватает корзины	человек	evaluation_r	4	4.75	0	4	0	4.75	1.0	1	7.0	0	1	0	7.0	1.0	0.10861644205861179	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	1	1	0	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
229	вот	то есть залез по лестнице на дерево	evaluation_r	1	3.0	0	1	0	3.0	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.29277002188455997	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	1	0	2	2	0	0	0	0	0	0.2857142857142857	0.0	0.2857142857142857	2	0	0	0	1
230	сюжет фильма заключается в том	и мужчина	preparation_r	5	5.2	0	5	0	5.2	1.0	2	4.0	0	2	0	4.0	1.0	0.07917728020712005	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
231	что наступила пора сбора груш	сюжет фильма заключается в том	joint_m	5	5.0	0	5	0	5.0	1.0	5	5.2	0	5	0	5.2	1.0	0.7071067811865476	3	1	0	0	0	0	0	0.6	0.0	0.2	0	0	1	0	0	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1
232	собирая груши	и мужчина	circumstance_r	2	6.0	0	2	0	6.0	1.0	2	4.0	0	2	0	4.0	1.0	0.4779076447896994	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
233	собрал две полных корзины	и мужчина	result_r	4	5.5	0	4	0	5.5	1.0	2	4.0	0	2	0	4.0	1.0	0.11267554360404405	1	1	1	0	0	1	0	0.25	0.25	0.25	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
