index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
234	очень бережно и аккуратно	и мужчина	evaluation_r	4	5.5	0	4	0	5.5	1.0	2	4.0	0	2	0	4.0	1.0	0.1490557336076575	0	0	0	3	0	0	0	0.0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
235	грушу	очень бережно и аккуратно	evidence_r	1	5.0	0	1	0	5.0	1.0	4	5.5	0	4	0	5.5	1.0	0.282842712474619	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	0	0	0	3	0	0	0	0.0	0.0	0.0	0	1	0	0	0
236	которая упала	грушу	elaboration_r	2	6.0	0	2	0	6.0	1.0	1	5.0	0	1	0	5.0	1.0	0.1276905697040564	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
237	он даже обтёр своим платком	грушу	joint_m	5	4.6	0	5	0	4.6	1.0	1	5.0	0	1	0	5.0	1.0	0.005490593321226341	1	1	0	0	0	0	0	0.2	0.0	0.2	0	0	0	1	1	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
238	и было собрано уже две корзины груш	и мужчина	sequence_m	7	4.142857142857143	0	7	0	4.142857142857143	1.0	2	4.0	0	2	0	4.0	1.0	0.049068102296204015	2	1	0	1	1	1	0	0.2857142857142857	0.0	0.14285714285714285	0	1	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
239	когда мимо проезжал мальчик	и было собрано уже две корзины груш	background_r	4	6.0	0	4	0	6.0	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.6969320524371696	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	1	0	0	2	1	0	1	1	1	0	0.2857142857142857	0.0	0.14285714285714285	0	1	0	0	0
240	захотел угоститься грушей	когда мимо проезжал мальчик	evaluation_r	3	7.666666666666667	0	3	0	7.666666666666667	1.0	4	6.0	0	4	0	6.0	1.0	0.6666666666666666	1	2	0	0	0	0	0	0.3333333333333333	0.0	0.6666666666666666	0	0	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	1	0	0
241	но потом передумал	и взял целую корзину	cause_r	3	5.333333333333333	0	3	0	5.333333333333333	1.0	4	4.25	0	4	0	4.25	1.0	0.6324555320336759	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0	1	1	1	0	0	0	0	0.25	0.25	0.25	0	1	0	0	0
242	и взял целую корзину	когда мимо проезжал мальчик	evaluation_r	4	4.25	0	4	0	4.25	1.0	4	6.0	0	4	0	6.0	1.0	0.6666666666666666	1	1	1	0	0	0	0	0.25	0.25	0.25	0	1	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	1	0	0
243	и так получилось	что он её поставил на велосипед	evaluation_r	3	4.666666666666667	0	3	0	4.666666666666667	1.0	6	4.333333333333333	0	6	0	4.333333333333333	1.0	0.6475761258027333	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0	1	1	0	0	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	0	1	0	2
244	что он её поставил на велосипед	и мужчина	sequence_m	6	4.333333333333333	0	6	0	4.333333333333333	1.0	2	4.0	0	2	0	4.0	1.0	0.07085094332775922	1	1	0	0	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	0	1	0	2	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
245	поехал	что он её поставил на велосипед	sequence_m	1	6.0	0	1	0	6.0	1.0	6	4.333333333333333	0	6	0	4.333333333333333	1.0	0.4016096644512494	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	1	1	0	0	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	0	1	0	2
246	встретив девочку на велосипеде	у него упала шляпа	background_r	4	6.75	0	4	0	6.75	1.0	4	3.75	0	4	0	3.75	1.0	0.38267852632299226	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1
247	у него упала шляпа	и мужчина	sequence_m	4	3.75	0	4	0	3.75	1.0	2	4.0	0	2	0	4.0	1.0	0.24525296078096154	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
248	он поехал дальше	у него упала шляпа	sequence_m	3	4.666666666666667	0	3	0	4.666666666666667	1.0	4	3.75	0	4	0	3.75	1.0	0.7817359599705717	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1
249	и нечаянно упал с велосипеда	он поехал дальше	sequence_m	5	4.8	0	5	0	4.8	1.0	3	4.666666666666667	0	3	0	4.666666666666667	1.0	0.4257854566804733	1	1	0	1	0	0	0	0.2	0.0	0.2	1	1	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1
250	рассыпав всю корзину груш	он поехал дальше	cause_r	4	5.5	0	4	0	5.5	1.0	3	4.666666666666667	0	3	0	4.666666666666667	1.0	0.40289729917086176	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1
251	к нему подошли ребята	и мужчина	sequence_m	4	4.5	0	4	0	4.5	1.0	2	4.0	0	2	0	4.0	1.0	0.21522616201382444	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
252	которые оказались рядом	к нему подошли ребята	elaboration_r	3	7.0	0	3	0	7.0	1.0	4	4.5	0	4	0	4.5	1.0	0.7423231271372497	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1
253	помогли собрать корзину	к нему подошли ребята	sequence_m	3	7.0	0	3	0	7.0	1.0	4	4.5	0	4	0	4.5	1.0	0.7683774359110975	1	2	0	0	0	0	0	0.3333333333333333	0.0	0.6666666666666666	0	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1
254	после чего он угостил ребят грушами	к нему подошли ребята	sequence_m	6	5.0	0	6	0	5.0	1.0	4	4.5	0	4	0	4.5	1.0	0.4883570914519127	2	1	0	0	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	0	2	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1
255	и их пути разошлись	к нему подошли ребята	sequence_m	4	4.0	0	4	0	4.0	1.0	4	4.5	0	4	0	4.5	1.0	0.7559289460184544	1	1	0	0	0	0	0	0.25	0.0	0.25	0	1	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1
256	после чего ребята нашли шляпу	и мужчина	sequence_m	5	5.0	0	5	0	5.0	1.0	2	4.0	0	2	0	4.0	1.0	0.08848212044257439	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
257	которая была уронена по пути этим мальчиком	после чего ребята нашли шляпу	elaboration_r	7	5.285714285714286	0	7	0	5.285714285714286	1.0	5	5.0	0	5	0	5.0	1.0	0.5251111540391156	2	1	0	0	1	0	0	0.2857142857142857	0.0	0.14285714285714285	1	0	0	0	1	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1
258	вернули ему	после чего ребята нашли шляпу	cause_r	2	5.0	0	2	0	5.0	1.0	5	5.0	0	5	0	5.0	1.0	0.5252257314388902	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1
259	пошли они дальше	и мужчина	sequence_m	3	4.666666666666667	0	3	0	4.666666666666667	1.0	2	4.0	0	2	0	4.0	1.0	0.34243579105439625	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
260	дошли до мужчины	пошли они дальше	sequence_m	3	4.666666666666667	0	3	0	4.666666666666667	1.0	3	4.666666666666667	0	3	0	4.666666666666667	1.0	0.7905694150420948	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1
261	который собирал груши	дошли до мужчины	elaboration_r	3	6.333333333333333	0	3	0	6.333333333333333	1.0	3	4.666666666666667	0	3	0	4.666666666666667	1.0	0.5783929398120009	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	1	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0
262	пока	мужчина в это время уже слез с дерева	evaluation_r	1	4.0	0	1	0	4.0	1.0	8	3.75	0	8	0	3.75	1.0	0.2324952774876386	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	3	1	0	1	0	0	0	0.375	0.0	0.125	2	0	0	0	0
263	сейчас скажу	пока	joint_m	2	5.5	0	2	0	5.5	1.0	1	4.0	0	1	0	4.0	1.0	0.09569649651041094	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0
264	мужчина в это время уже слез с дерева	и мужчина	sequence_m	8	3.75	0	8	0	3.75	1.0	2	4.0	0	2	0	4.0	1.0	0.04200348747868133	3	1	0	1	0	0	0	0.375	0.0	0.125	2	0	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
265	и обнаружил пропажу одной из корзин	мужчина в это время уже слез с дерева	sequence_m	6	5.0	0	6	0	5.0	1.0	8	3.75	0	8	0	3.75	1.0	0.7165985720844784	2	1	0	0	0	1	0	0.3333333333333333	0.0	0.16666666666666666	1	1	0	0	0	3	1	0	1	0	0	0	0.375	0.0	0.125	2	0	0	0	0
266	поэтому он очень удивился	мужчина в это время уже слез с дерева	cause_r	4	5.5	0	4	0	5.5	1.0	8	3.75	0	8	0	3.75	1.0	0.6974858324629157	0	1	0	2	0	0	0	0.0	0.0	0.25	0	0	0	0	1	3	1	0	1	0	0	0	0.375	0.0	0.125	2	0	0	0	0
267	встретив ребят	поэтому он очень удивился	background_r	2	6.5	0	2	0	6.5	1.0	4	5.5	0	4	0	5.5	1.0	0.5291502622129182	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	0	1	0	2	0	0	0	0.0	0.0	0.25	0	0	0	0	1
268	которые ели эти груши по пути	встретив ребят	elaboration_r	6	4.0	0	6	0	4.0	1.0	2	6.5	0	2	0	6.5	1.0	0.27462604377176725	2	1	0	0	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	0	1	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
269	вот как бы всё	и мужчина	evaluation_r	4	2.75	0	4	0	2.75	1.0	2	4.0	0	2	0	4.0	1.0	0.27046995635494464	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	0	2	1	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
270	складывал их в корзину что ли	в начале фильма мужик лет  сорока пяти - сорока пяти собирал яблоки	sequence_m	6	4.0	0	6	0	4.0	1.0	12	4.583333333333333	0	10	0	4.583333333333333	0.8333333333333334	0.5985056016645798	1	1	0	0	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	0	1	1	1	5	1	0	0	0	4	0	0.4166666666666667	0.0	0.08333333333333333	1	0	0	0	0
271	потом подъехал=	в начале фильма мужик лет  сорока пяти - сорока пяти собирал яблоки	sequence_m	2	7.0	0	2	0	7.0	1.0	12	4.583333333333333	0	10	0	4.583333333333333	0.8333333333333334	0.4051902077760665	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	5	1	0	0	0	4	0	0.4166666666666667	0.0	0.08333333333333333	1	0	0	0	0
272	потом подъехал мальчик	потом подъехал=	restatement_r	3	6.666666666666667	0	3	0	6.666666666666667	1.0	2	7.0	0	2	0	7.0	1.0	0.6058256125410114	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0
273	забрал эту корзину	потом подъехал=	sequence_m	3	5.333333333333333	0	3	0	5.333333333333333	1.0	2	7.0	0	2	0	7.0	1.0	0.47269442068339784	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0
274	поставил на велосипед	потом подъехал=	sequence_m	3	6.333333333333333	0	3	0	6.333333333333333	1.0	2	7.0	0	2	0	7.0	1.0	0.5473140257154154	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0
275	поехал	в начале фильма мужик лет  сорока пяти - сорока пяти собирал яблоки	sequence_m	1	6.0	0	1	0	6.0	1.0	12	4.583333333333333	0	10	0	4.583333333333333	0.8333333333333334	0.2731791823540765	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	5	1	0	0	0	4	0	0.4166666666666667	0.0	0.08333333333333333	1	0	0	0	0
276	встретил девочку	поехал	sequence_m	2	7.5	0	2	0	7.5	1.0	1	6.0	0	1	0	6.0	1.0	0.13355521956713712	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
277	она ехала ему навстречу на велосипеде	встретил девочку	elaboration_r	6	5.333333333333333	0	6	0	5.333333333333333	1.0	2	7.5	0	2	0	7.5	1.0	0.2517633559614465	1	1	0	1	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	2	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
278	а он растерялся	поехал	contrast_m	3	4.333333333333333	0	3	0	4.333333333333333	1.0	1	6.0	0	1	0	6.0	1.0	0.1821850128630489	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
279	и угодил в камень	а он растерялся	cause_r	4	3.5	0	4	0	3.5	1.0	3	4.333333333333333	0	3	0	4.333333333333333	1.0	0.5978571941276357	1	1	0	0	0	0	0	0.25	0.0	0.25	1	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1
280	и упал	а он растерялся	cause_r	2	2.5	0	2	0	2.5	1.0	3	4.333333333333333	0	3	0	4.333333333333333	1.0	0.447213595499958	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1
281	затем трое	в начале фильма мужик лет  сорока пяти - сорока пяти собирал яблоки	sequence_m	2	4.5	0	2	0	4.5	1.0	12	4.583333333333333	0	10	0	4.583333333333333	0.8333333333333334	0.36650833306891567	0	0	0	1	0	1	0	0.0	0.0	0.0	0	0	0	0	0	5	1	0	0	0	4	0	0.4166666666666667	0.0	0.08333333333333333	1	0	0	0	0
282	проходящих	затем трое	joint_m	1	10.0	0	1	0	10.0	1.0	2	4.5	0	2	0	4.5	1.0	0.447213595499958	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0	0	0	0	0
283	тоже молодых ребят помогли ему собрать яблоки	затем трое	joint_m	7	5.571428571428571	0	7	0	5.571428571428571	1.0	2	4.5	0	2	0	4.5	1.0	0.028647753297581027	2	2	1	0	0	0	0	0.2857142857142857	0.14285714285714285	0.2857142857142857	0	0	0	1	1	0	0	0	1	0	1	0	0.0	0.0	0.0	0	0	0	0	0
284	и подали шляпу	затем трое	sequence_m	3	4.0	0	3	0	4.0	1.0	2	4.5	0	2	0	4.5	1.0	0.36714940996162104	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0	0	0	0	0
285	которая упала во время падения его на землю	и подали шляпу	elaboration_r	8	4.5	0	8	0	4.5	1.0	3	4.0	0	3	0	4.0	1.0	0.11665855882794503	3	1	0	0	0	0	0	0.375	0.0	0.125	2	0	0	0	2	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0
286	подали шляпу	и подали шляпу	restatement_r	2	5.5	0	2	0	5.5	1.0	3	4.0	0	3	0	4.0	1.0	0.9258200997725514	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0
287	потом этот мужик увидел этих ребят	в начале фильма мужик лет  сорока пяти - сорока пяти собирал яблоки	sequence_m	6	4.833333333333333	0	6	0	4.833333333333333	1.0	12	4.583333333333333	0	10	0	4.583333333333333	0.8333333333333334	0.6348110542727384	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	0	0	0	0	0	5	1	0	0	0	4	0	0.4166666666666667	0.0	0.08333333333333333	1	0	0	0	0
288	проходящих мимо	потом этот мужик увидел этих ребят	background_r	2	7.0	0	2	0	7.0	1.0	6	4.833333333333333	0	6	0	4.833333333333333	1.0	0.6183469424008423	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	0	0	0	0	0
289	ну вот и всё	в начале фильма мужик лет  сорока пяти - сорока пяти собирал яблоки	evaluation_r	4	2.25	0	4	0	2.25	1.0	12	4.583333333333333	0	10	0	4.583333333333333	0.8333333333333334	0.3863337046431279	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	3	1	5	1	0	0	0	4	0	0.4166666666666667	0.0	0.08333333333333333	1	0	0	0	0
290	ещё там было что-то про косулю	в начале фильма мужик лет  сорока пяти - сорока пяти собирал яблоки	elaboration_r	6	4.166666666666667	0	6	0	4.166666666666667	1.0	12	4.583333333333333	0	10	0	4.583333333333333	0.8333333333333334	0.6229443807375883	1	1	0	2	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1	5	1	0	0	0	4	0	0.4166666666666667	0.0	0.08333333333333333	1	0	0	0	0
291	я это не понял	ещё там было что-то про косулю	evaluation_r	4	2.75	0	4	0	2.75	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.5477225575051661	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	1	2	1	1	0	2	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
292	кто-то притащил косулю	ещё там было что-то про косулю	restatement_r	3	6.666666666666667	0	3	0	6.666666666666667	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.7958224257542215	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	1	1	1	0	2	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
293	животное	кто-то притащил косулю	restatement_r	1	8.0	0	1	0	8.0	1.0	3	6.666666666666667	0	3	0	6.666666666666667	1.0	0.4264014327112209	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	1
294	и всё	кто-то притащил косулю	evaluation_r	2	2.0	0	2	0	2.0	1.0	3	6.666666666666667	0	3	0	6.666666666666667	1.0	0.3692744729379982	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1	0	0	1	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	1
295	да	груши собирает	evaluation_r	1	2.0	0	1	0	2.0	1.0	2	6.5	0	2	0	6.5	1.0	0.26726124191242434	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
296	сейчас там короче один мужик на дереве сидит	груши собирает	background_r	8	4.625	0	8	0	4.625	1.0	2	6.5	0	2	0	6.5	1.0	0.10399232597496057	2	1	0	3	0	1	0	0.25	0.0	0.125	1	0	0	0	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
297	потом  уроняет их	груши собирает	sequence_m	3	4.666666666666667	0	3	0	4.666666666666667	1.0	2	6.5	0	2	0	6.5	1.0	0.5707184321235191	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
298	потом мальчик на вело= с велосипедом приезжает	груши собирает	sequence_m	7	5.714285714285714	0	7	0	5.714285714285714	1.0	2	6.5	0	2	0	6.5	1.0	0.08154252123435105	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
299	собирает грушу в корзины	потом мальчик на вело= с велосипедом приезжает	sequence_m	4	5.25	0	4	0	5.25	1.0	7	5.714285714285714	0	7	0	5.714285714285714	1.0	0.5897678246195885	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	0
300	едет куда-то	потом мальчик на вело= с велосипедом приезжает	sequence_m	2	5.5	0	2	0	5.5	1.0	7	5.714285714285714	0	7	0	5.714285714285714	1.0	0.4423258684646914	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	0
301	оттудова какие-то парнишки его находят	груши собирает	sequence_m	5	6.8	0	5	0	6.8	1.0	2	6.5	0	2	0	6.5	1.0	0.15963477285057168	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	0	0	1	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
302	он уроняет всё это	они ему помогают там собрать груши груши	cause_r	4	3.75	0	4	0	3.75	1.0	7	4.857142857142857	0	6	0	4.857142857142857	0.8571428571428571	0.570087712549569	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	0	2	2	2	0	1	0	0	0	0.2857142857142857	0.0	0.2857142857142857	0	0	0	0	2
303	они ему помогают там собрать груши груши	груши собирает	sequence_m	7	4.857142857142857	0	6	0	4.857142857142857	0.8571428571428571	2	6.5	0	2	0	6.5	1.0	0.15611804531597107	2	2	0	1	0	0	0	0.2857142857142857	0.0	0.2857142857142857	0	0	0	0	2	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
304	потом он на велосипед садится	груши собирает	sequence_m	5	5.0	0	5	0	5.0	1.0	2	6.5	0	2	0	6.5	1.0	0.25891991712193363	1	1	0	1	0	0	0	0.2	0.0	0.2	1	0	0	0	1	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
305	потом идёт туда	потом он на велосипед садится	sequence_m	3	4.333333333333333	0	3	0	4.333333333333333	1.0	5	5.0	0	5	0	5.0	1.0	0.6432675209026769	0	1	0	2	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	1	0	0	0	1
306	едет обратно	потом он на велосипед садится	sequence_m	2	5.5	0	2	0	5.5	1.0	5	5.0	0	5	0	5.0	1.0	0.5872202195147035	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	1	0	0	0	1
307	и потом они ему свистят	груши собирает	sequence_m	5	3.8	0	5	0	3.8	1.0	2	6.5	0	2	0	6.5	1.0	0.39745838713330506	0	1	0	1	0	0	0	0.0	0.0	0.2	0	1	0	0	2	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
308	говорят	ты что-то забыл	evidence_r	1	7.0	0	1	0	7.0	1.0	3	4.333333333333333	0	3	0	4.333333333333333	1.0	0.447213595499958	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	2
309	ты что-то забыл	и потом они ему свистят	sequence_m	3	4.333333333333333	0	3	0	4.333333333333333	1.0	5	3.8	0	5	0	3.8	1.0	0.5516772843673705	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	2	0	1	0	1	0	0	0	0.0	0.0	0.2	0	1	0	0	2
310	типа	и потом они ему свистят	evaluation_r	1	4.0	0	1	0	4.0	1.0	5	3.8	0	5	0	3.8	1.0	0.3611575592573076	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.2	0	1	0	0	2
311	и потом дают ему	груши собирает	sequence_m	4	3.25	0	4	0	3.25	1.0	2	6.5	0	2	0	6.5	1.0	0.6129752413741056	0	1	0	1	0	0	0	0.0	0.0	0.25	0	1	0	0	1	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
312	что он забыл	и потом дают ему	contrast_m	3	3.3333333333333335	0	3	0	3.3333333333333335	1.0	4	3.25	0	4	0	3.25	1.0	0.6123724356957946	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	1	0	1	0	1	0	1	0	0	0	0.0	0.0	0.25	0	1	0	0	1
313	и потом всё идёт по своим дорогам	и потом дают ему	sequence_m	7	3.857142857142857	0	7	0	3.857142857142857	1.0	4	3.25	0	4	0	3.25	1.0	0.3115112946856176	1	1	0	1	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	1	0	0	1	0	1	0	1	0	0	0	0.0	0.0	0.25	0	1	0	0	1
